dossier_id,country,holistic_policy_decision,risk_score,compliant_submission,inn_infringement,gmp_inspection_status,gmp_inspection_recent,gmp_certificate_validity,clinical_data_available,pivotal_trial_outcome,aware_category,amr_unmet_need,targets_mdr_pathogen,glass_resistance_trend,similarity_to_existing_watch,existing_watch_comparator,defect_modes
DOS-C8D0D706E5,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-281362EEC6,Tanzania,reject_and_return,0.92,False,True,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired|inn_infringement
DOS-A5BF00B7FB,Uganda,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-EFABA6CD8F,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,declining,moderate,thiamphenicol,
DOS-CF4ECCAA93,Uganda,reject_and_return,0.92,False,True,compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_outdated|inn_infringement
DOS-B70A234EBA,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-1B0D9326CF,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement
DOS-95DE3F626B,Uganda,reject_and_return,0.92,False,True,compliant,True,expired,False,missing_evidence,watch,routine,False,stable,moderate,erythromycin,clinical_missing|gmp_certificate_expired|inn_infringement
DOS-3F21F77BDD,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|missing_section
DOS-07451C3FE9,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-69A9A36702,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,watch,routine,False,stable,low,azithromycin,gmp_non_compliant
DOS-3040BA78B4,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant
DOS-AF95B32425,Uganda,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-7549D449A2,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-1B27D08D21,Uganda,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired|gmp_outdated
DOS-9544DD2240,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant
DOS-7EDC54C379,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-C2A104AE2B,Botswana,reject_and_return,0.92,False,True,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|inn_infringement
DOS-A00EB7F696,Botswana,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-D0A2C05CC7,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,True,expired,True,endpoint_met,reserve,high,True,stable,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant
DOS-AA763119BB,Burkina Faso,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-28CB1BDB85,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,access,routine,False,declining,low,not_applicable,clinical_failed|inn_infringement|missing_section
DOS-B74EAB3F48,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-6AF1C8D81D,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-34B688C6A0,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-042991088B,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,
DOS-1FE9D3261A,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,stable,moderate,ofloxacin,
DOS-2F837A3339,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_non_compliant
DOS-8C48E4CFC7,Botswana,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-8091EA9FB9,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,watch,routine,False,stable,moderate,levofloxacin,gmp_non_compliant
DOS-51BD59C2A8,Botswana,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,access,routine,False,declining,low,not_applicable,gmp_certificate_expired|missing_section
DOS-77408E3FC9,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant
DOS-C806B727FE,Burkina Faso,fast_track,0.34,True,False,compliant,True,valid,True,endpoint_met,reserve,critical,True,rising,not_applicable,not_applicable,
DOS-FFC10A2861,Tanzania,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-ADAD7C9B96,Burkina Faso,standard_review,0.64,False,False,compliant,True,valid,True,endpoint_met,access,routine,False,rising,low,not_applicable,short_section
DOS-00FE7565BD,Burkina Faso,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-A4F8B255DF,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-053D19A3E7,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,watch,routine,False,rising,high,ciprofloxacin,clinical_missing
DOS-77746A48EC,Burkina Faso,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-FF404EC833,Uganda,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant
DOS-3C67B932C7,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,watch,routine,False,stable,low,thiamphenicol,clinical_failed|inn_infringement
DOS-CF576B43A3,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-AB26831CD8,Botswana,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired
DOS-EEAB27A18E,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-A0A65D471E,Burkina Faso,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_outdated
DOS-D398FEB503,Burkina Faso,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-C6F735A3E8,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|missing_section
DOS-EC2D939654,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-27867B5B35,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-5A95BD433C,Burkina Faso,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-799CFD96C6,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement
DOS-47B366426C,Botswana,reject_and_return,0.92,False,True,compliant,True,expired,False,missing_evidence,reserve,critical,True,rising,not_applicable,not_applicable,clinical_missing|gmp_certificate_expired|inn_infringement
DOS-C61F37126F,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-8701F7A1F6,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|short_section
DOS-D3608CEFB2,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-24C2611C0E,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-F2F307F8FB,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement
DOS-3283E4C4C6,Uganda,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-A31F6684C1,Botswana,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_outdated|short_section
DOS-F3D1494789,Burkina Faso,fast_track,0.28,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section|short_section
DOS-67899EB3B5,Botswana,reject_and_return,0.92,False,False,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated|short_section
DOS-42DCD2CB78,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement
DOS-1D902BDD3B,Tanzania,deep_review,0.78,False,False,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|short_section
DOS-41F6A1D390,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,watch,routine,False,stable,low,erythromycin,gmp_non_compliant
DOS-998BA42D2B,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-A3CB4AFB14,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-8534D441B0,Botswana,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired|missing_section
DOS-51D9652A48,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,watch,moderate,False,stable,moderate,ceftriaxone,clinical_failed|inn_infringement
DOS-7C99DA3660,Tanzania,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired
DOS-A618E8F8C5,Uganda,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-750D9831D6,Burkina Faso,fast_track,0.28,False,False,compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,missing_section|short_section
DOS-948254260A,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-41BF27AD4E,Tanzania,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired
DOS-93B078E2C1,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement|missing_section
DOS-FA9F645A25,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-75B4E0FD03,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant
DOS-16489CA6EB,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-C9964F0C51,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,moderate,False,stable,high,ceftriaxone,
DOS-7971744D83,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-48D21281B7,Uganda,reject_and_return,0.92,False,False,non_compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant
DOS-A157791B8B,Uganda,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-79336E6CA6,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-B0EFB7FB07,Tanzania,reject_and_return,0.92,False,True,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-0853992233,Tanzania,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement
DOS-4B7DA9A900,Botswana,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_met,access,routine,False,declining,low,not_applicable,gmp_certificate_expired|gmp_outdated
DOS-F3BB4C0E1B,Burkina Faso,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_outdated
DOS-504CF6D406,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-AE2BCF6CC5,Uganda,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_outdated
DOS-3746015DC2,Botswana,fast_track,0.34,True,False,compliant,True,valid,True,endpoint_met,reserve,critical,True,rising,not_applicable,not_applicable,
DOS-D4CDB2AAF8,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-0FBC931521,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_certificate_expired
DOS-D78D1D83E7,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,
DOS-C6A34B2938,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement
DOS-91C3B31142,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-103C357F30,Burkina Faso,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-BCFAD7A3F1,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-12B437586B,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-95A3EEAEF9,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-BB3A7190FE,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,rising,moderate,lincomycin,
DOS-AEDCE4FEE2,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-F09BAAAF0A,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-A53AD594FC,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-4273E51D25,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,watch,moderate,False,rising,low,gentamicin,clinical_missing|short_section
DOS-A14776F5BF,Tanzania,reject_and_return,0.92,False,False,compliant,True,expired,False,missing_evidence,watch,moderate,False,stable,moderate,levofloxacin,clinical_missing
DOS-31F15AA8C2,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-4A5F81A082,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,watch,routine,False,rising,high,ceftriaxone,clinical_failed|inn_infringement|missing_section
DOS-C5BFB3D7FB,Botswana,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated|inn_infringement
DOS-AD56E12C2C,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-5EC2904FB6,Botswana,reject_and_return,0.92,False,False,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated
DOS-B83F0EF7CC,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|missing_section
DOS-CFEEDB9A1D,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-66AD8E8FA7,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,reserve,critical,True,rising,not_applicable,not_applicable,clinical_failed|missing_section
DOS-D470F0C86B,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-4BABDF7179,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-1C6D766B98,Uganda,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_met,access,routine,False,declining,low,not_applicable,gmp_non_compliant
DOS-5ADDE0977D,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement|missing_section
DOS-BA3796BEF9,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-2E65BC85B6,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_non_compliant
DOS-54A35D44E9,Botswana,reject_and_return,0.92,False,False,non_compliant,False,expired,True,endpoint_met,access,routine,False,declining,low,not_applicable,gmp_certificate_expired|gmp_non_compliant
DOS-0326CE1D1B,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|missing_section
DOS-CAD4E17270,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,stable,moderate,ampicillin,
DOS-C0B20737EA,Uganda,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant|missing_section
DOS-6E6982F780,Burkina Faso,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-7BAA4859CE,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement|short_section
DOS-ABDBC25FB5,Uganda,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,watch,routine,False,stable,moderate,ampicillin,clinical_failed|missing_section
DOS-F1B115EDBA,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-D387D6670C,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-B9F0E6B315,Tanzania,fast_track,0.34,True,False,compliant,True,valid,True,endpoint_met,reserve,critical,True,rising,not_applicable,not_applicable,
DOS-0FDB95283D,Uganda,reject_and_return,0.92,False,True,compliant,True,expired,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-3A90E51577,Uganda,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant|short_section
DOS-BEE204C2C0,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement|missing_section
DOS-EEACD8A9B0,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-34892488B8,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-C158DDD49D,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-2C07AFC7B2,Botswana,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-17EBC0359B,Uganda,reject_and_return,0.92,False,False,non_compliant,True,expired,True,endpoint_met,watch,moderate,False,declining,low,ofloxacin,gmp_certificate_expired|gmp_non_compliant
DOS-C3E2F9FAB8,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_certificate_expired
DOS-8B60B71DD1,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-98A0543248,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_outdated|inn_infringement
DOS-6863B07D56,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,reserve,high,True,rising,not_applicable,not_applicable,clinical_missing|short_section
DOS-348B0D42C8,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,inn_infringement
DOS-5DDEF23FE8,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,watch,moderate,False,stable,moderate,cefotaxime,clinical_failed
DOS-65FE6416CF,Uganda,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-DC5190E5AA,Tanzania,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-506FCA3732,Tanzania,deep_review,0.78,False,False,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated
DOS-A718F44153,Burkina Faso,reject_and_return,0.92,False,True,non_compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant|inn_infringement
DOS-E5E54FD21D,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing
DOS-B2D0BE54EA,Botswana,deep_review,0.78,False,False,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated
DOS-015693B310,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing
DOS-801323507B,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,moderate,False,rising,low,erythromycin,
DOS-B55D4D78D6,Tanzania,reject_and_return,0.92,False,False,non_compliant,True,expired,True,endpoint_met,reserve,critical,True,rising,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant
DOS-FE5839FD8A,Tanzania,standard_review,0.64,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,short_section
DOS-D54DCA4410,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
